match_id,match_date,player,wickets_taken,runs_conceded,overs_bowled,economy_rate,bowling_strike_rate,dot_ball_pct
225271,2006-06-15,PDRL Perera,0,31,3.0,10.33,999.0,0.67
225271,2006-06-15,SL Malinga,0,25,3.0,8.33,999.0,0.61
225271,2006-06-15,ST Jayasuriya,2,33,4.0,8.25,12.0,0.33
225271,2006-06-15,MF Maharoof,0,30,4.17,7.2,999.0,0.28
225271,2006-06-15,TM Dilshan,1,18,2.0,9.0,12.0,0.17
225271,2006-06-15,CRD Fernando,1,24,4.0,6.0,24.0,0.29
251487,2006-12-22,M Muralitharan,2,29,4.0,7.25,12.0,0.62
251487,2006-12-22,ST Jayasuriya,3,22,4.0,5.5,8.0,0.5
251487,2006-12-22,MF Maharoof,1,30,3.0,10.0,18.0,0.44
251487,2006-12-22,DPMD Jayawardene,0,8,1.0,8.0,999.0,0.17
251487,2006-12-22,WPUJC Vaas,1,32,4.0,8.0,24.0,0.42
251487,2006-12-22,LPC Silva,1,4,1.0,4.0,6.0,0.33
251487,2006-12-22,CRD Fernando,0,37,3.0,12.33,999.0,0.22
251488,2006-12-26,PDRL Perera,0,49,4.0,12.25,999.0,0.38
251488,2006-12-26,SL Malinga,0,20,3.0,6.67,999.0,0.83
251488,2006-12-26,HMCM Bandara,0,20,4.0,5.0,999.0,0.46
251488,2006-12-26,TM Dilshan,0,8,3.5,2.29,999.0,0.67
251488,2006-12-26,CRD Fernando,3,19,4.0,4.75,8.0,0.67
287860,2007-09-14,G Wijekoon,1,12,3.0,4.0,18.0,0.33
287860,2007-09-14,SL Malinga,2,13,3.0,4.33,9.0,0.61
287860,2007-09-14,ST Jayasuriya,1,9,3.0,3.0,18.0,0.56
287860,2007-09-14,TM Dilshan,2,4,1.5,2.67,4.5,0.56
287860,2007-09-14,WPUJC Vaas,2,15,4.0,3.75,12.0,0.62
287860,2007-09-14,LPC Silva,0,12,2.0,6.0,999.0,0.42
287860,2007-09-14,CRD Fernando,0,23,3.0,7.67,999.0,0.94
287863,2007-09-15,G Wijekoon,1,50,4.0,12.5,24.0,0.29
287863,2007-09-15,SL Malinga,1,29,4.0,7.25,24.0,0.38
287863,2007-09-15,ST Jayasuriya,1,27,4.0,6.75,24.0,0.29
287863,2007-09-15,WPUJC Vaas,0,27,4.0,6.75,999.0,0.38
287863,2007-09-15,CRD Fernando,2,31,4.0,7.75,12.0,0.42
287868,2007-09-17,G Wijekoon,0,39,4.0,9.75,999.0,0.17
287868,2007-09-17,SL Malinga,3,43,4.17,10.32,8.33,0.28
287868,2007-09-17,ST Jayasuriya,0,64,4.0,16.0,999.0,0.0
287868,2007-09-17,WPUJC Vaas,1,25,4.0,6.25,24.0,0.54
287868,2007-09-17,CRD Fernando,2,18,4.17,4.32,12.5,0.76
287871,2007-09-18,SL Malinga,1,9,2.17,4.15,13.0,0.62
287871,2007-09-18,ST Jayasuriya,2,4,1.83,2.18,5.5,0.73
287871,2007-09-18,MF Maharoof,1,16,3.0,5.33,18.0,0.39
287871,2007-09-18,TM Dilshan,0,19,2.0,9.5,999.0,0.17
287871,2007-09-18,WPUJC Vaas,2,14,4.0,3.5,12.0,0.58
287871,2007-09-18,CRD Fernando,2,21,3.0,7.0,9.0,0.5
287874,2007-09-20,SL Malinga,0,8,1.0,8.0,999.0,0.17
287874,2007-09-20,MF Maharoof,0,34,2.0,17.0,999.0,0.17
287874,2007-09-20,TM Dilshan,0,13,2.0,6.5,999.0,0.42
287874,2007-09-20,J Mubarak,0,8,0.33,24.0,999.0,0.0
287874,2007-09-20,WPUJC Vaas,0,21,2.17,9.69,999.0,0.23
287874,2007-09-20,CRD Fernando,0,18,3.0,6.0,999.0,0.67
355998,2009-06-08,SL Malinga,3,36,4.0,9.0,8.0,0.5
355998,2009-06-08,BAW Mendis,3,20,4.0,5.0,8.0,0.58
355998,2009-06-08,M Muralitharan,0,29,4.0,7.25,999.0,0.42
355998,2009-06-08,ST Jayasuriya,0,17,2.0,8.5,999.0,0.25
355998,2009-06-08,AD Mathews,1,10,2.0,5.0,12.0,0.75
355998,2009-06-08,I Udana,2,47,4.0,11.75,12.0,0.33
356002,2009-06-10,SL Malinga,2,45,4.0,11.25,12.0,0.33
356002,2009-06-10,BAW Mendis,2,25,4.0,6.25,12.0,0.38
356002,2009-06-10,M Muralitharan,1,25,4.0,6.25,24.0,0.54
356002,2009-06-10,ST Jayasuriya,0,34,3.0,11.33,999.0,0.33
356002,2009-06-10,AD Mathews,0,12,1.17,10.29,999.0,0.29
356002,2009-06-10,I Udana,0,36,4.0,9.0,999.0,0.58
356005,2009-06-12,SL Malinga,3,18,4.0,4.5,8.0,0.54
356005,2009-06-12,BAW Mendis,0,24,3.0,8.0,999.0,0.17
356005,2009-06-12,M Muralitharan,2,28,4.0,7.0,12.0,0.21
356005,2009-06-12,ST Jayasuriya,0,8,1.0,8.0,999.0,0.33
356005,2009-06-12,KMDN Kulasekara,1,30,4.0,7.5,24.0,0.33
356005,2009-06-12,AD Mathews,1,23,4.0,5.75,24.0,0.58
356009,2009-06-14,SL Malinga,2,20,4.0,5.0,12.0,0.71
356009,2009-06-14,BAW Mendis,2,24,4.0,6.0,12.0,0.54
356009,2009-06-14,M Muralitharan,1,14,4.0,3.5,24.0,0.5
356009,2009-06-14,ST Jayasuriya,0,7,1.0,7.0,999.0,0.33
356009,2009-06-14,KMDN Kulasekara,1,47,4.17,11.28,25.0,0.36
356009,2009-06-14,AD Mathews,0,23,3.0,7.67,999.0,0.56
356013,2009-06-16,SL Malinga,1,27,3.0,9.0,18.0,0.61
356013,2009-06-16,BAW Mendis,3,9,3.0,3.0,6.0,0.56
356013,2009-06-16,M Muralitharan,1,18,4.0,4.5,24.0,0.5
356013,2009-06-16,ST Jayasuriya,1,28,3.0,9.33,18.0,0.28
356013,2009-06-16,TM Dilshan,0,11,1.0,11.0,999.0,0.5
356013,2009-06-16,I Udana,2,17,3.0,5.67,9.0,0.56
356016,2009-06-19,SL Malinga,1,25,2.67,9.38,16.0,0.69
356016,2009-06-19,BAW Mendis,2,11,4.17,2.64,12.5,0.8
356016,2009-06-19,M Muralitharan,3,29,4.0,7.25,8.0,0.42
356016,2009-06-19,AD Mathews,3,16,4.0,4.0,8.0,0.67
356016,2009-06-19,I Udana,1,20,3.0,6.67,18.0,0.67
356017,2009-06-21,SL Malinga,0,15,3.67,4.09,999.0,0.5
356017,2009-06-21,BAW Mendis,0,34,4.0,8.5,999.0,0.21
356017,2009-06-21,M Muralitharan,1,20,3.0,6.67,18.0,0.44
356017,2009-06-21,ST Jayasuriya,1,9,2.0,4.5,12.0,0.33
356017,2009-06-21,AD Mathews,0,17,2.0,8.5,999.0,0.42
356017,2009-06-21,I Udana,0,44,4.17,10.56,999.0,0.24
361656,2008-10-11,T Thushara,0,30,4.0,7.5,999.0,0.38
361656,2008-10-11,K Weeraratne,4,19,4.0,4.75,6.0,0.38
361656,2008-10-11,MF Maharoof,2,23,4.0,5.75,12.0,0.58
361656,2008-10-11,KMDN Kulasekara,0,36,3.83,9.39,999.0,0.3
361656,2008-10-11,CRD Fernando,1,33,4.33,7.62,26.0,0.42
361660,2008-10-13,T Thushara,1,25,4.0,6.25,24.0,0.54
361660,2008-10-13,K Weeraratne,0,31,4.0,7.75,999.0,0.42
361660,2008-10-13,BAW Mendis,3,23,4.0,5.75,8.0,0.42
361660,2008-10-13,MF Maharoof,1,22,4.0,5.5,24.0,0.54
361660,2008-10-13,CRD Fernando,1,31,4.0,7.75,24.0,0.42
386535,2009-02-10,T Thushara,1,28,3.0,9.33,18.0,0.67
386535,2009-02-10,SL Malinga,0,38,3.33,11.4,999.0,0.4
386535,2009-02-10,K Weeraratne,0,12,1.0,12.0,999.0,0.33
386535,2009-02-10,ST Jayasuriya,1,10,3.0,3.33,18.0,0.5
386535,2009-02-10,HMCM Bandara,3,32,4.0,8.0,8.0,0.5
386535,2009-02-10,J Mubarak,1,9,1.0,9.0,6.0,0.17
386535,2009-02-10,CRD Fernando,0,45,4.0,11.25,999.0,0.46
403375,2009-08-12,T Thushara,2,37,4.0,9.25,12.0,0.33
403375,2009-08-12,SL Malinga,1,29,4.0,7.25,24.0,0.58
403375,2009-08-12,M Muralitharan,0,33,4.0,8.25,999.0,0.25
403375,2009-08-12,ST Jayasuriya,0,10,1.0,10.0,999.0,0.33
403375,2009-08-12,KMDN Kulasekara,1,38,4.0,9.5,24.0,0.33
403375,2009-08-12,AD Mathews,1,25,3.0,8.33,18.0,0.17
403385,2009-09-02,SL Malinga,2,26,4.0,6.5,12.0,0.54
403385,2009-09-02,BAW Mendis,1,26,4.0,6.5,24.0,0.38
403385,2009-09-02,ST Jayasuriya,0,24,2.0,12.0,999.0,0.25
403385,2009-09-02,HMCM Bandara,1,25,4.0,6.25,24.0,0.38
403385,2009-09-02,KMDN Kulasekara,1,21,4.0,5.25,24.0,0.46
403385,2009-09-02,AD Mathews,1,19,2.0,9.5,12.0,0.25
403386,2009-09-04,SL Malinga,1,36,4.17,8.64,25.0,0.32
403386,2009-09-04,BAW Mendis,1,21,4.0,5.25,24.0,0.38
403386,2009-09-04,ST Jayasuriya,2,22,4.0,5.5,12.0,0.33
403386,2009-09-04,HMCM Bandara,0,20,2.0,10.0,999.0,0.25
403386,2009-09-04,TM Dilshan,0,31,2.0,15.5,999.0,0.0
403386,2009-09-04,KMDN Kulasekara,0,40,4.0,10.0,999.0,0.46
412678,2010-04-30,SL Malinga,0,34,3.83,8.87,999.0,0.26
412678,2010-04-30,BAW Mendis,1,35,4.0,8.75,24.0,0.33
412678,2010-04-30,M Muralitharan,2,25,4.0,6.25,12.0,0.38
412678,2010-04-30,ST Jayasuriya,1,17,4.0,4.25,24.0,0.38
412678,2010-04-30,UWMBCA Welegedara,1,21,2.0,10.5,12.0,0.33
412678,2010-04-30,AD Mathews,1,7,2.0,3.5,12.0,0.83
412686,2010-05-03,ST Jayasuriya,0,8,1.0,8.0,999.0,0.0
412686,2010-05-03,S Randiv,0,6,1.0,6.0,999.0,0.17
412686,2010-05-03,BAW Mendis,0,9,2.0,4.5,999.0,0.25
412686,2010-05-03,SL Malinga,0,6,1.0,6.0,999.0,0.5
412692,2010-05-07,NLTC Perera,0,13,2.0,6.5,999.0,0.42
412692,2010-05-07,SL Malinga,3,28,4.0,7.0,8.0,0.42
412692,2010-05-07,BAW Mendis,3,24,4.0,6.0,8.0,0.58
412692,2010-05-07,M Muralitharan,0,28,4.0,7.0,999.0,0.5
412692,2010-05-07,KMDN Kulasekara,1,27,4.0,6.75,24.0,0.54
412692,2010-05-07,AD Mathews,1,18,2.0,9.0,12.0,0.58
412696,2010-05-09,SL Malinga,0,40,4.0,10.0,999.0,0.25
412696,2010-05-09,BAW Mendis,0,42,4.17,10.08,999.0,0.36
412696,2010-05-09,S Randiv,3,20,4.0,5.0,8.0,0.5
412696,2010-05-09,UWMBCA Welegedara,0,41,4.17,9.84,999.0,0.36
412696,2010-05-09,AD Mathews,2,25,4.0,6.25,12.0,0.42
412699,2010-05-11,T Thushara,2,42,4.0,10.5,12.0,0.33
412699,2010-05-11,NLTC Perera,1,15,3.0,5.0,18.0,0.44
412699,2010-05-11,SL Malinga,2,25,4.0,6.25,12.0,0.42
412699,2010-05-11,ST Jayasuriya,0,12,1.0,12.0,999.0,0.17
412699,2010-05-11,S Randiv,0,25,3.0,8.33,999.0,0.28
412699,2010-05-11,TM Dilshan,0,15,2.0,7.5,999.0,0.17
412699,2010-05-11,AD Mathews,0,29,3.17,9.16,999.0,0.32
412701,2010-05-13,NLTC Perera,2,19,2.0,9.5,6.0,0.25
412701,2010-05-13,SL Malinga,1,33,4.0,8.25,24.0,0.5
412701,2010-05-13,BAW Mendis,0,19,4.0,4.75,999.0,0.46
412701,2010-05-13,S Randiv,0,27,3.0,9.0,999.0,0.33
412701,2010-05-13,ST Jayasuriya,0,15,1.0,15.0,999.0,0.17
412701,2010-05-13,TM Dilshan,0,5,1.0,5.0,999.0,0.33
412701,2010-05-13,AD Mathews,0,14,1.0,14.0,999.0,0.67
430884,2009-12-09,SL Malinga,0,29,2.0,14.5,999.0,0.25
430884,2009-12-09,M Pushpakumara,1,28,3.0,9.33,18.0,0.39
430884,2009-12-09,ST Jayasuriya,2,21,4.0,5.25,12.0,0.54
430884,2009-12-09,TM Dilshan,1,14,1.0,14.0,6.0,0.17
430884,2009-12-09,KMDN Kulasekara,1,36,3.0,12.0,18.0,0.28
430884,2009-12-09,AD Mathews,2,30,4.0,7.5,12.0,0.21
430884,2009-12-09,CRD Fernando,0,28,3.0,9.33,999.0,0.44
430885,2009-12-12,SL Malinga,1,29,4.0,7.25,24.0,0.42
430885,2009-12-12,K Weeraratne,0,43,3.0,14.33,999.0,0.28
430885,2009-12-12,TM Dilshan,0,10,1.0,10.0,999.0,0.33
430885,2009-12-12,KMDN Kulasekara,0,50,4.0,12.5,999.0,0.25
430885,2009-12-12,AD Mathews,0,49,3.17,15.47,999.0,0.11
430885,2009-12-12,CRD Fernando,1,30,4.0,7.5,24.0,0.29
446956,2010-10-31,NLTC Perera,2,22,4.0,5.5,12.0,0.38
446956,2010-10-31,SL Malinga,1,26,4.17,6.24,25.0,0.6
446956,2010-10-31,M Muralitharan,0,31,4.0,7.75,999.0,0.46
446956,2010-10-31,S Randiv,3,25,4.0,6.25,8.0,0.33
446956,2010-10-31,CRD Fernando,1,29,4.0,7.25,24.0,0.42
456991,2010-05-22,NLTC Perera,0,25,4.0,6.25,999.0,0.33
456991,2010-05-22,SL Malinga,1,25,4.0,6.25,24.0,0.54
456991,2010-05-22,BAW Mendis,2,19,4.0,4.75,12.0,0.33
456991,2010-05-22,S Randiv,1,12,2.0,6.0,12.0,0.42
456991,2010-05-22,KMDN Kulasekara,1,22,3.0,7.33,18.0,0.39
456991,2010-05-22,AD Mathews,1,17,3.0,5.67,18.0,0.56
456992,2010-05-23,NLTC Perera,0,8,2.0,4.0,999.0,0.58
456992,2010-05-23,SL Malinga,3,12,2.5,4.8,5.0,0.4
456992,2010-05-23,BAW Mendis,2,19,4.0,4.75,12.0,0.46
456992,2010-05-23,ST Jayasuriya,0,12,1.0,12.0,999.0,0.0
456992,2010-05-23,TM Dilshan,0,4,1.0,4.0,999.0,0.33
456992,2010-05-23,KMDN Kulasekara,3,4,3.0,1.33,6.0,0.78
456992,2010-05-23,AD Mathews,1,22,4.0,5.5,24.0,0.54
474466,2011-06-25,NLTC Perera,0,35,2.17,16.15,999.0,0.08
474466,2011-06-25,SL Malinga,2,18,4.0,4.5,12.0,0.54
474466,2011-06-25,S Randiv,0,24,4.0,6.0,999.0,0.38
474466,2011-06-25,ST Jayasuriya,2,18,3.0,6.0,9.0,0.44
474466,2011-06-25,KMDN Kulasekara,1,15,3.0,5.0,18.0,0.5
474466,2011-06-25,RAS Lakmal,2,26,4.0,6.5,12.0,0.38
516204,2011-08-06,HMRKB Herath,1,11,3.0,3.67,18.0,0.39
516204,2011-08-06,KTGD Prasad,0,37,3.0,12.33,999.0,0.28
516204,2011-08-06,TM Dilshan,0,26,3.0,8.67,999.0,0.33
516204,2011-08-06,MDK Perera,3,26,4.0,6.5,8.0,0.5
516204,2011-08-06,KMDN Kulasekara,2,39,4.0,9.75,12.0,0.5
516204,2011-08-06,RAS Lakmal,1,24,3.0,8.0,18.0,0.5
516205,2011-08-08,NLTC Perera,1,21,2.0,10.5,12.0,0.17
516205,2011-08-08,BAW Mendis,6,20,4.0,5.0,4.0,0.62
516205,2011-08-08,MDK Perera,0,28,3.0,9.33,999.0,0.44
516205,2011-08-08,KMDN Kulasekara,0,26,3.17,8.21,999.0,0.47
516205,2011-08-08,BMAJ Mendis,0,23,4.0,5.75,999.0,0.42
516205,2011-08-08,HMRKB Herath,1,31,4.0,7.75,24.0,0.62
530432,2011-11-25,NLTC Perera,1,26,4.0,6.5,24.0,0.5
530432,2011-11-25,SL Malinga,1,32,3.5,9.14,21.0,0.38
530432,2011-11-25,BAW Mendis,1,20,3.0,6.67,18.0,0.44
530432,2011-11-25,TM Dilshan,1,8,2.0,4.0,12.0,0.42
530432,2011-11-25,MDK Perera,0,20,3.0,6.67,999.0,0.33
530432,2011-11-25,CRD Fernando,1,36,4.0,9.0,24.0,0.5
533272,2012-09-18,NLTC Perera,0,16,2.0,8.0,999.0,0.33
533272,2012-09-18,SL Malinga,1,24,2.5,9.6,15.0,0.53
533272,2012-09-18,BAW Mendis,6,8,4.0,2.0,4.0,0.83
533272,2012-09-18,KMDN Kulasekara,0,19,3.0,6.33,999.0,0.61
533272,2012-09-18,AD Mathews,0,9,2.0,4.5,999.0,0.67
533272,2012-09-18,BMAJ Mendis,3,24,4.0,6.0,8.0,0.71
533278,2012-09-22,NLTC Perera,1,13,1.0,13.0,6.0,0.5
533278,2012-09-22,SL Malinga,1,27,2.0,13.5,12.0,0.33
533278,2012-09-22,KMDN Kulasekara,1,9,1.0,9.0,6.0,0.33
533278,2012-09-22,AD Mathews,0,8,1.0,8.0,999.0,0.17
533278,2012-09-22,HMRKB Herath,1,21,2.0,10.5,12.0,0.17
533284,2012-09-27,SL Malinga,2,37,5.0,7.4,15.0,0.37
533284,2012-09-27,BAW Mendis,1,48,4.0,12.0,24.0,0.21
533284,2012-09-27,A Dananjaya,2,34,4.0,8.5,12.0,0.29
533284,2012-09-27,KMDN Kulasekara,2,34,4.0,8.5,12.0,0.46
533284,2012-09-27,AD Mathews,0,14,2.0,7.0,999.0,0.42
533284,2012-09-27,BMAJ Mendis,0,14,2.0,7.0,999.0,0.42
533289,2012-09-29,SL Malinga,0,26,4.0,6.5,999.0,0.33
533289,2012-09-29,BAW Mendis,2,15,4.0,3.75,12.0,0.75
533289,2012-09-29,KMDN Kulasekara,1,28,4.0,7.0,24.0,0.62
533289,2012-09-29,AD Mathews,1,32,4.0,8.0,24.0,0.25
533289,2012-09-29,BMAJ Mendis,1,12,2.0,6.0,12.0,0.5
533289,2012-09-29,HMRKB Herath,0,16,2.0,8.0,999.0,0.42
533293,2012-10-01,SL Malinga,5,32,4.0,8.0,4.8,0.42
533293,2012-10-01,BAW Mendis,0,41,4.0,10.25,999.0,0.29
533293,2012-10-01,A Dananjaya,2,27,4.0,6.75,12.0,0.33
533293,2012-10-01,KMDN Kulasekara,1,23,4.17,5.52,25.0,0.64
533293,2012-10-01,AD Mathews,0,22,3.0,7.33,999.0,0.5
533293,2012-10-01,BMAJ Mendis,1,5,1.0,5.0,6.0,0.5
533296,2012-10-04,NLTC Perera,0,8,1.0,8.0,999.0,0.33
533296,2012-10-04,SL Malinga,0,20,4.0,5.0,999.0,0.79
533296,2012-10-04,BAW Mendis,2,27,4.0,6.75,12.0,0.46
533296,2012-10-04,KMDN Kulasekara,0,15,3.0,5.0,999.0,0.72
533296,2012-10-04,AD Mathews,2,27,4.0,6.75,12.0,0.33
533296,2012-10-04,HMRKB Herath,3,26,4.0,6.5,8.0,0.46
533298,2012-10-07,SL Malinga,0,54,4.0,13.5,999.0,0.08
533298,2012-10-07,BAW Mendis,4,12,4.0,3.0,6.0,0.62
533298,2012-10-07,A Dananjaya,1,17,3.0,5.67,18.0,0.44
533298,2012-10-07,KMDN Kulasekara,0,22,3.0,7.33,999.0,0.56
533298,2012-10-07,AD Mathews,1,12,4.0,3.0,24.0,0.71
533298,2012-10-07,BMAJ Mendis,0,20,2.0,10.0,999.0,0.17
562437,2012-06-01,NLTC Perera,1,23,2.67,8.62,16.0,0.38
562437,2012-06-01,KS Lokuarachchi,0,17,2.0,8.5,999.0,0.58
562437,2012-06-01,SL Malinga,2,12,3.0,4.0,9.0,0.56
562437,2012-06-01,SMSM Senanayake,2,20,3.0,6.67,9.0,0.5
562437,2012-06-01,KMDN Kulasekara,2,13,3.0,4.33,9.0,0.83
562437,2012-06-01,AD Mathews,2,10,4.0,2.5,12.0,0.83
562438,2012-06-03,NLTC Perera,1,31,4.0,7.75,24.0,0.42
562438,2012-06-03,KS Lokuarachchi,2,31,4.0,7.75,12.0,0.42
562438,2012-06-03,SMSM Senanayake,0,17,2.0,8.5,999.0,0.17
562438,2012-06-03,KMDN Kulasekara,2,15,4.0,3.75,12.0,0.71
562438,2012-06-03,AD Mathews,0,9,2.0,4.5,999.0,0.75
562438,2012-06-03,I Udana,0,19,4.0,4.75,999.0,0.46
564786,2012-08-07,NLTC Perera,0,34,4.0,8.5,999.0,0.33
564786,2012-08-07,SL Malinga,0,33,4.0,8.25,999.0,0.42
564786,2012-08-07,RMS Eranga,2,35,4.0,8.75,12.0,0.67
564786,2012-08-07,AD Mathews,0,23,3.0,7.67,999.0,0.33
564786,2012-08-07,BMAJ Mendis,1,13,2.0,6.5,12.0,0.33
564786,2012-08-07,HMRKB Herath,0,17,3.0,5.67,999.0,0.28
573019,2013-01-26,NLTC Perera,1,29,4.0,7.25,24.0,0.38
573019,2013-01-26,SL Malinga,0,20,4.0,5.0,999.0,0.29
573019,2013-01-26,BAW Mendis,0,27,4.0,6.75,999.0,0.21
573019,2013-01-26,KMDN Kulasekara,1,21,4.0,5.25,24.0,0.33
573019,2013-01-26,AD Mathews,0,40,4.0,10.0,999.0,0.42
573020,2013-01-28,NLTC Perera,1,27,3.17,8.53,19.0,0.26
573020,2013-01-28,SL Malinga,0,26,3.0,8.67,999.0,0.22
573020,2013-01-28,BAW Mendis,1,25,3.0,8.33,18.0,0.33
573020,2013-01-28,A Dananjaya,0,12,1.0,12.0,999.0,0.33
573020,2013-01-28,TM Dilshan,0,10,2.0,5.0,999.0,0.5
573020,2013-01-28,KMDN Kulasekara,1,19,3.0,6.33,18.0,0.5
582186,2012-10-30,NLTC Perera,2,22,3.0,7.33,9.0,0.5
582186,2012-10-30,RMS Eranga,1,23,3.0,7.67,18.0,0.67
582186,2012-10-30,A Dananjaya,2,9,2.0,4.5,6.0,0.5
582186,2012-10-30,KMDN Kulasekara,2,16,3.0,5.33,9.0,0.78
582186,2012-10-30,AD Mathews,0,4,3.0,1.33,999.0,0.78
602477,2013-03-31,NLTC Perera,2,25,2.0,12.5,6.0,0.58
602477,2013-03-31,SL Malinga,1,27,4.0,6.75,24.0,0.38
602477,2013-03-31,SMSM Senanayake,1,30,4.0,7.5,24.0,0.17
602477,2013-03-31,RMS Eranga,0,37,4.0,9.25,999.0,0.29
602477,2013-03-31,AD Mathews,2,39,4.0,9.75,12.0,0.33
602477,2013-03-31,BMAJ Mendis,0,6,1.0,6.0,999.0,0.5
602477,2013-03-31,AK Perera,0,17,1.0,17.0,999.0,0.17
635658,2013-08-02,NLTC Perera,0,11,1.0,11.0,999.0,0.17
635658,2013-08-02,SL Malinga,1,26,4.0,6.5,24.0,0.33
635658,2013-08-02,SMSM Senanayake,3,14,4.0,3.5,8.0,0.67
635658,2013-08-02,BAW Mendis,1,36,4.0,9.0,24.0,0.29
635658,2013-08-02,TM Dilshan,0,15,3.0,5.0,999.0,0.22
635658,2013-08-02,AD Mathews,1,13,4.0,3.25,24.0,0.62
635659,2013-08-04,SL Malinga,1,32,4.0,8.0,24.0,0.25
635659,2013-08-04,SMSM Senanayake,2,18,4.0,4.5,12.0,0.71
635659,2013-08-04,BAW Mendis,0,39,4.0,9.75,999.0,0.25
635659,2013-08-04,KMDN Kulasekara,2,24,4.0,6.0,12.0,0.54
635659,2013-08-04,AD Mathews,0,32,4.0,8.0,999.0,0.33
635660,2013-08-06,NLTC Perera,0,10,1.0,10.0,999.0,0.33
635660,2013-08-06,SMSM Senanayake,0,20,4.0,5.0,999.0,0.5
635660,2013-08-06,BAW Mendis,1,31,4.0,7.75,24.0,0.38
635660,2013-08-06,TM Dilshan,0,21,2.0,10.5,999.0,0.25
635660,2013-08-06,KMDN Kulasekara,1,37,4.0,9.25,24.0,0.54
635660,2013-08-06,AD Mathews,0,15,1.0,15.0,999.0,0.33
635660,2013-08-06,RAS Lakmal,1,29,4.0,7.25,24.0,0.5
657633,2013-12-11,NLTC Perera,1,27,3.0,9.0,18.0,0.22
657633,2013-12-11,SL Malinga,3,26,4.17,6.24,8.33,0.4
657633,2013-12-11,SMSM Senanayake,1,14,3.0,4.67,18.0,0.39
657633,2013-12-11,BAW Mendis,1,29,4.0,7.25,24.0,0.38
657633,2013-12-11,KMDN Kulasekara,0,30,3.17,9.47,999.0,0.42
657633,2013-12-11,AD Mathews,0,20,2.0,10.0,999.0,0.25
657635,2013-12-13,NLTC Perera,2,37,3.0,12.33,9.0,0.33
657635,2013-12-13,SL Malinga,1,31,4.5,6.89,27.0,0.44
657635,2013-12-13,SMSM Senanayake,3,28,4.0,7.0,8.0,0.42
657635,2013-12-13,TM Dilshan,0,13,1.0,13.0,999.0,0.17
657635,2013-12-13,KMDN Kulasekara,2,23,3.33,6.9,10.0,0.5
657635,2013-12-13,AD Mathews,0,10,1.0,10.0,999.0,0.33
657635,2013-12-13,S Prasanna,2,45,3.0,15.0,9.0,0.44
667887,2014-05-20,NLTC Perera,1,24,3.0,8.0,18.0,0.22
667887,2014-05-20,SL Malinga,3,29,4.0,7.25,8.0,0.5
667887,2014-05-20,SMSM Senanayake,0,31,3.0,10.33,999.0,0.28
667887,2014-05-20,KMDN Kulasekara,1,39,4.0,9.75,24.0,0.58
667887,2014-05-20,AD Mathews,1,7,2.0,3.5,12.0,0.5
667887,2014-05-20,RAS Lakmal,1,44,4.0,11.0,24.0,0.33
668969,2013-11-21,NLTC Perera,1,14,2.0,7.0,12.0,0.58
668969,2013-11-21,SL Malinga,1,33,4.0,8.25,24.0,0.38
668969,2013-11-21,RLB Rambukwella,1,19,4.0,4.75,24.0,0.38
668969,2013-11-21,BAW Mendis,1,20,3.0,6.67,18.0,0.22
668969,2013-11-21,TM Dilshan,0,7,1.0,7.0,999.0,0.33
668969,2013-11-21,KMDN Kulasekara,1,32,4.0,8.0,24.0,0.33
668969,2013-11-21,AD Mathews,1,17,2.0,8.5,12.0,0.42
682923,2014-03-22,NLTC Perera,0,18,2.0,9.0,999.0,0.42
682923,2014-03-22,SL Malinga,1,29,4.0,7.25,24.0,0.42
682923,2014-03-22,SMSM Senanayake,2,23,4.0,5.75,12.0,0.42
682923,2014-03-22,BAW Mendis,1,45,4.0,11.25,24.0,0.25
682923,2014-03-22,KMDN Kulasekara,1,23,3.0,7.67,18.0,0.39
682923,2014-03-22,AD Mathews,1,22,3.0,7.33,18.0,0.5
682933,2014-03-24,KMDN Kulasekara,1,1,2.0,0.5,12.0,1.0
682933,2014-03-24,AD Mathews,3,16,4.0,4.0,8.0,0.62
682933,2014-03-24,BAW Mendis,3,16,2.5,6.4,5.0,0.53
682933,2014-03-24,SL Malinga,2,6,2.0,3.0,6.0,0.67
682939,2014-03-27,NLTC Perera,0,14,1.0,14.0,999.0,0.17
682939,2014-03-27,SL Malinga,0,31,4.17,7.44,999.0,0.52
682939,2014-03-27,SMSM Senanayake,0,30,4.0,7.5,999.0,0.25
682939,2014-03-27,BAW Mendis,0,52,4.0,13.0,999.0,0.17
682939,2014-03-27,KMDN Kulasekara,4,32,4.0,8.0,6.0,0.58
682939,2014-03-27,AD Mathews,0,31,2.33,13.29,999.0,0.36
682955,2014-03-31,SL Malinga,0,13,2.0,6.5,999.0,0.17
682955,2014-03-31,SMSM Senanayake,2,3,3.0,1.0,9.0,0.83
682955,2014-03-31,KMDN Kulasekara,0,15,3.0,5.0,999.0,0.78
682955,2014-03-31,AD Mathews,0,26,4.0,6.5,999.0,0.5
682955,2014-03-31,HMRKB Herath,5,3,3.5,0.86,4.2,0.86
682961,2014-04-03,SL Malinga,2,5,2.0,2.5,6.0,0.58
682961,2014-04-03,SMSM Senanayake,0,6,2.0,3.0,999.0,0.58
682961,2014-04-03,KMDN Kulasekara,1,23,2.83,8.12,17.0,0.71
682961,2014-04-03,AD Mathews,0,4,1.0,4.0,999.0,0.5
