match_id,match_date,player,wickets_taken,runs_conceded,overs_bowled,economy_rate,bowling_strike_rate,dot_ball_pct,form_wickets_10,form_economy_10,form_sr_bowl_10,form_dot_pct_bowl_10,form_maidens_10,consistency_wickets,recent_3fers,performance_score,performance_label
635658,2013-08-02,AD Mathews,1,13,4.0,3.25,24.0,0.62,0.7,6.441,509.1,0.4529999999999999,0,0.8232726023485646,0.0,25.55,Average
635659,2013-08-04,AD Mathews,0,32,4.0,8.0,999.0,0.33,0.7,6.441,509.1,0.469,0,0.8232726023485646,0.0,25.55,Average
635660,2013-08-06,AD Mathews,0,15,1.0,15.0,999.0,0.33,0.7,7.241,509.1,0.4599999999999999,0,0.8232726023485646,0.0,23.21,Poor
668969,2013-11-21,AD Mathews,1,17,2.0,8.5,12.0,0.42,0.7,7.291,507.9,0.477,0,0.8232726023485646,0.0,23.07,Poor
657633,2013-12-11,AD Mathews,0,20,2.0,10.0,999.0,0.25,0.7,7.558,507.9,0.4519999999999999,0,0.8232726023485646,0.0,22.29,Poor
657635,2013-12-13,AD Mathews,0,10,1.0,10.0,999.0,0.33,0.5,7.883,606.6,0.4519999999999999,0,0.7071067811865476,0.0,18.67,Poor
690353,2014-02-14,AD Mathews,0,9,2.0,4.5,999.0,0.58,0.4,8.033,704.1,0.4389999999999999,0,0.6992058987801011,0.0,16.9,Poor
682923,2014-03-22,AD Mathews,1,22,3.0,7.33,18.0,0.5,0.5,8.633000000000001,606.0,0.411,0,0.7071067811865476,0.0,16.49,Poor
682933,2014-03-24,AD Mathews,3,16,4.0,4.0,8.0,0.62,0.8,8.033000000000001,506.9,0.431,0,1.0327955589886446,1.0,22.24,Poor
682939,2014-03-27,AD Mathews,0,31,2.33,13.29,999.0,0.36,0.6,8.387,605.6,0.434,0,0.966091783079296,1.0,18.54,Poor
682955,2014-03-31,AD Mathews,0,26,4.0,6.5,999.0,0.5,0.5,8.712,703.1,0.422,0,0.9718253158075504,1.0,16.26,Poor
682961,2014-04-03,AD Mathews,0,4,1.0,4.0,999.0,0.5,0.5,8.312000000000001,703.1,0.4389999999999999,0,0.9718253158075504,1.0,17.42,Poor
682965,2014-04-06,AD Mathews,1,25,4.0,6.25,24.0,0.33,0.6,7.437,605.6,0.4389999999999999,0,0.966091783079296,1.0,21.31,Poor
667887,2014-05-20,AD Mathews,1,7,2.0,3.5,12.0,0.5,0.6,6.937,605.6,0.4469999999999999,0,0.966091783079296,1.0,22.77,Poor
860279,2015-07-30,AD Mathews,1,34,4.0,8.5,24.0,0.42,0.7,6.787000000000001,508.1,0.4639999999999999,0,0.948683298050514,1.0,24.54,Poor
966747,2016-02-25,AD Mathews,0,25,3.67,6.82,999.0,0.59,0.7,6.468999999999999,508.1,0.4899999999999999,0,0.948683298050514,1.0,25.47,Average
966753,2016-02-28,AD Mathews,1,8,3.0,2.67,18.0,0.61,0.8,6.286,410.0,0.493,0,0.9189365834726816,1.0,27.33,Average
966757,2016-03-01,AD Mathews,0,16,3.0,5.33,999.0,0.61,0.7,6.086,508.1,0.5039999999999999,0,0.948683298050514,1.0,26.58,Average
951345,2016-03-20,AD Mathews,0,13,1.0,13.0,999.0,0.17,0.4,6.986,607.2,0.4590000000000001,0,0.5163977794943225,0.0,19.96,Poor
951361,2016-03-26,AD Mathews,0,26,4.0,6.5,999.0,0.42,0.4,6.307,607.2,0.465,0,0.5163977794943225,0.0,21.94,Poor
913633,2016-07-05,AD Mathews,2,28,4.0,7.0,12.0,0.46,0.6,6.357,508.5,0.461,0,0.6992058987801012,0.0,24.46,Poor
936153,2017-01-20,AD Mathews,0,29,2.0,14.5,999.0,0.17,0.6,7.406999999999999,508.5,0.428,0,0.6992058987801012,0.0,21.4,Poor
936155,2017-01-22,AD Mathews,0,11,2.0,5.5,999.0,0.58,0.5,7.331999999999999,606.0,0.453,0,0.7071067811865477,0.0,20.28,Poor
1109610,2017-09-06,AD Mathews,0,33,3.0,11.0,999.0,0.17,0.4,8.081999999999999,704.7,0.42,0,0.6992058987801012,0.0,16.76,Poor
1122729,2017-12-20,AD Mathews,1,20,3.0,6.67,18.0,0.39,0.4,7.898999999999999,704.1,0.417,0,0.6992058987801012,0.0,17.29,Poor
1122730,2017-12-22,AD Mathews,0,16,2.33,6.86,999.0,0.5,0.4,7.902999999999999,704.1,0.408,0,0.6992058987801012,0.0,17.28,Poor
1202244,2020-01-10,AD Mathews,0,38,3.0,12.67,999.0,0.28,0.3,8.903,802.2,0.375,0,0.6749485577105532,0.0,13.03,Poor
1213874,2020-03-04,AD Mathews,0,16,2.0,8.0,999.0,0.42,0.3,9.169999999999998,802.2,0.356,0,0.6749485577105532,0.0,12.25,Poor
1213875,2020-03-06,AD Mathews,1,26,4.0,6.5,24.0,0.38,0.4,8.52,704.7,0.377,0,0.6992058987801012,0.0,15.48,Poor
1238752,2020-11-26,AD Mathews,0,52,4.0,13.0,999.0,0.25,0.4,9.169999999999998,704.7,0.36,0,0.6992058987801012,0.0,13.59,Poor
1238758,2020-12-01,AD Mathews,2,28,4.0,7.0,12.0,0.67,0.4,9.169999999999998,704.7,0.381,0,0.6992058987801012,0.0,13.59,Poor
1238762,2020-12-04,AD Mathews,2,22,6.0,3.67,18.0,0.67,0.6,8.087,606.6,0.4309999999999999,0,0.8432740427115679,0.0,19.41,Poor
1238764,2020-12-05,AD Mathews,2,28,4.0,7.0,12.0,0.67,0.8,8.237,507.9,0.44,0,0.9189365834726816,0.0,21.64,Poor
1238765,2020-12-07,AD Mathews,0,20,2.0,10.0,999.0,0.5,0.8,8.137,507.9,0.473,0,0.9189365834726816,0.0,21.93,Poor
1238769,2020-12-10,AD Mathews,0,36,4.0,9.0,999.0,0.5,0.7,8.370000000000001,606.0,0.484,0,0.948683298050514,0.0,19.92,Poor
1238771,2020-12-11,AD Mathews,2,20,4.0,5.0,12.0,0.58,0.9,8.184000000000001,507.3,0.492,0,0.9944289260117534,0.0,23.13,Poor
1238772,2020-12-13,AD Mathews,2,34,6.33,5.37,19.0,0.63,1.1,7.454000000000001,409.3,0.527,0,0.9944289260117534,0.0,27.93,Average
1252066,2021-03-03,AD Mathews,0,19,1.0,19.0,999.0,0.33,1.1,8.554,409.3,0.518,0,0.9944289260117534,0.0,24.72,Poor
1324520,2022-12-06,AD Mathews,0,38,4.0,9.5,999.0,0.58,1.0,8.854000000000001,506.8,0.538,0,1.0540925533894598,0.0,22.51,Poor
1324523,2022-12-08,AD Mathews,0,20,2.0,10.0,999.0,0.33,1.0,8.554,506.8,0.546,0,1.0540925533894598,0.0,23.38,Poor
1324525,2022-12-11,AD Mathews,0,16,2.0,8.0,999.0,0.5,0.8,8.654,605.5,0.529,0,1.0327955589886446,0.0,20.43,Poor
1382883,2023-08-04,AD Mathews,0,12,2.0,6.0,999.0,0.67,0.6,8.887,703.6,0.529,0,0.966091783079296,0.0,17.08,Poor
1382886,2023-08-05,AD Mathews,4,16,4.0,4.0,6.0,0.92,0.8,8.587,703.0,0.554,0,1.3984117975602022,1.0,20.62,Poor
1382889,2023-08-08,AD Mathews,0,22,2.0,11.0,999.0,0.33,0.8,8.687000000000001,703.0,0.537,0,1.3984117975602022,1.0,20.33,Poor
1382892,2023-08-12,AD Mathews,6,20,6.0,3.33,6.0,0.61,1.4,8.120000000000001,603.7,0.548,0,2.118699810942761,2.0,29.98,Average
1382895,2023-08-13,AD Mathews,4,46,6.0,7.67,9.0,0.44,1.6,8.387,603.4,0.534,0,2.270584848790187,3.0,31.87,Average
1382896,2023-08-14,AD Mathews,0,18,2.0,9.0,999.0,0.5,1.4,8.75,701.4,0.521,0,2.3190036174568114,3.0,28.15,Average
1382899,2023-08-17,AD Mathews,0,46,6.0,7.67,999.0,0.44,1.4,7.617,701.4,0.532,0,2.3190036174568114,3.0,31.45,Average
1382900,2023-08-19,AD Mathews,0,62,6.0,10.33,999.0,0.28,1.4,7.7,701.4,0.502,0,2.3190036174568114,3.0,31.21,Average
1382901,2023-08-20,AD Mathews,0,24,4.0,6.0,999.0,0.5,1.4,7.3,701.4,0.5189999999999999,0,2.3190036174568114,3.0,32.38,Average
1412542,2024-01-14,AD Mathews,0,14,2.0,7.0,999.0,0.58,1.4,7.2,701.4,0.5269999999999999,0,2.3190036174568114,3.0,32.67,Average
1412543,2024-01-16,AD Mathews,0,35,2.0,17.5,999.0,0.25,1.4,8.35,701.4,0.485,0,2.3190036174568114,3.0,29.31,Average
1412544,2024-01-18,AD Mathews,2,16,2.0,8.0,6.0,0.5,1.2,8.75,701.4,0.4429999999999999,0,2.14993539954628,2.0,25.48,Average
1419824,2024-03-04,AD Mathews,2,17,3.0,5.67,9.0,0.61,1.4,8.217,602.4,0.471,0,2.1186998109427604,2.0,29.7,Average
1419825,2024-03-06,AD Mathews,0,22,2.33,9.43,999.0,0.29,0.8,8.827,701.7,0.4389999999999999,0,1.3984117975602015,1.0,19.92,Poor
1419826,2024-03-09,AD Mathews,0,5,1.17,4.29,999.0,0.71,0.4,8.489,800.7,0.466,0,0.8432740427115674,0.0,15.57,Poor
1415704,2024-06-03,AD Mathews,0,16,3.0,5.33,999.0,0.67,0.4,8.122,800.7,0.483,0,0.8432740427115674,0.0,16.64,Poor
1415738,2024-06-16,AD Mathews,0,20,2.17,9.23,999.0,0.62,0.4,8.278,800.7,0.501,0,0.8432740427115674,0.0,16.19,Poor
1428465,2024-07-06,AD Mathews,0,14,2.0,7.0,999.0,0.67,0.4,7.9449999999999985,800.7,0.54,0,0.8432740427115674,0.0,17.16,Poor
1428473,2024-07-13,AD Mathews,4,44,4.0,11.0,6.0,0.58,0.8,8.444999999999999,701.4,0.548,0,1.3984117975602015,1.0,21.04,Poor
1428476,2024-07-15,AD Mathews,0,16,2.0,8.0,999.0,0.67,0.8,8.544999999999998,701.4,0.557,0,1.3984117975602015,1.0,20.74,Poor
1428480,2024-07-18,AD Mathews,2,28,4.0,7.0,12.0,0.58,1.0,7.494999999999999,602.7,0.5900000000000001,0,1.4142135623730947,1.0,26.47,Average
1428481,2024-07-20,AD Mathews,0,40,4.0,10.0,999.0,0.25,0.8,7.6949999999999985,702.0,0.5650000000000001,0,1.3984117975602015,1.0,23.22,Poor
602477,2013-03-31,AK Perera,0,17,1.0,17.0,999.0,0.17,0.0,0.0,0.0,0.0,0,0.0,0.0,60.0,Good
1291199,2021-12-07,AK Perera,0,20,0.67,30.0,999.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,60.0,Good
1291209,2021-12-14,AK Perera,0,16,2.0,8.0,999.0,0.5,0.0,18.333333333333332,999.0,0.2233333333333333,0,0.0,0.0,0.0,Poor
1238753,2020-11-27,AM Fernando,0,58,6.0,9.67,999.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,60.0,Good
1238755,2020-11-28,AM Fernando,2,52,2.0,26.0,6.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,60.0,Good
1238760,2020-12-03,AM Fernando,4,60,8.0,7.5,12.0,0.33,2.0,14.39,339.0,0.4433333333333333,0,2.0,1.0,26.67,Average
1238763,2020-12-05,AM Fernando,2,120,8.33,14.4,25.0,0.32,2.0,14.3925,260.5,0.4125,0,1.632993161855452,1.0,26.67,Average
1327273,2022-09-01,AM Fernando,1,55,4.0,13.75,24.0,0.25,1.8,14.264,213.2,0.38,0,1.4832396974191326,1.0,24.0,Poor
1327277,2022-09-06,AM Fernando,0,28,2.0,14.0,999.0,0.08,1.5,14.22,344.1666666666667,0.33,0,1.51657508881031,1.0,20.0,Poor
1324528,2022-12-12,AM Fernando,2,64,8.0,8.0,24.0,0.5,1.5714285714285714,13.331428571428573,298.42857142857144,0.3542857142857142,0,1.3972762620115438,1.0,20.95,Poor
1324537,2022-12-19,AM Fernando,2,62,8.0,7.75,24.0,0.29,1.625,12.63375,264.125,0.34625,0,1.3024701806293193,1.0,21.67,Poor
1428460,2024-07-02,AM Fernando,4,82,8.0,10.25,12.0,0.5,1.8888888888888888,12.36888888888889,236.11111111111111,0.3633333333333333,0,1.4529663145135578,2.0,25.19,Average
1428462,2024-07-03,AM Fernando,0,82,8.0,10.25,999.0,0.29,1.7,12.157,312.4,0.356,0,1.4944341180973264,2.0,22.67,Poor
1428464,2024-07-05,AM Fernando,0,80,8.0,10.0,999.0,0.38,1.7,12.19,312.4,0.344,0,1.4944341180973264,2.0,22.67,Poor
1428466,2024-07-06,AM Fernando,4,56,8.0,7.0,12.0,0.54,1.9,10.29,313.0,0.348,0,1.66332999331662,3.0,30.32,Average
1428469,2024-07-09,AM Fernando,0,70,6.67,10.5,999.0,0.35,1.5,10.59,411.7,0.35,0,1.5811388300841898,2.0,24.11,Poor
1428471,2024-07-10,AM Fernando,4,76,8.33,9.12,12.5,0.32,1.7,10.062,410.45,0.35,0,1.766981104093143,3.0,28.32,Average
1428473,2024-07-13,AM Fernando,2,38,4.0,9.5,12.0,0.25,1.8,9.637,409.25,0.35,0,1.7511900715418265,3.0,30.89,Average
1428479,2024-07-18,AM Fernando,0,66,6.0,11.0,999.0,0.33,1.8,9.337,409.25,0.375,0,1.7511900715418265,3.0,31.77,Average
1428481,2024-07-20,AM Fernando,0,88,8.0,11.0,999.0,0.38,1.6,9.637,506.75,0.363,0,1.837873166945363,3.0,28.23,Average
1428482,2024-07-21,AM Fernando,6,70,8.0,8.75,8.0,0.38,2.0,9.736999999999998,505.15,0.372,0,2.309401076758503,4.0,33.27,Average
1442987,2024-07-27,AM Fernando,1,47,4.0,11.75,24.0,0.5,1.7,9.887,506.35,0.372,0,2.2135943621178655,3.0,28.83,Average
1442989,2024-07-30,AM Fernando,1,11,2.0,5.5,12.0,0.5,1.8,9.412,407.65,0.3929999999999999,0,2.14993539954628,3.0,31.55,Average
1451814,2024-10-13,AM Fernando,0,37,4.0,9.25,999.0,0.38,1.8,9.337,407.65,0.393,0,2.14993539954628,3.0,31.77,Average
860279,2015-07-30,B Fernando,1,38,4.0,9.5,24.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,60.0,Good
860281,2015-08-01,B Fernando,2,33,3.33,9.9,10.0,0.35,0.0,0.0,0.0,0.0,0,0.0,0.0,60.0,Good
1238753,2020-11-27,B Fernando,0,54,6.0,9.0,999.0,0.5,1.0,9.466666666666669,344.3333333333333,0.45,0,1.0,0.0,20.72,Poor
1238756,2020-11-30,B Fernando,4,82,8.0,10.25,12.0,0.5,1.75,9.6625,261.25,0.4625,0,1.707825127659933,1.0,30.15,Average
1238762,2020-12-04,B Fernando,0,90,8.0,11.25,999.0,0.38,1.4,9.98,408.8,0.446,0,1.6733200530681511,1.0,24.56,Poor
1238769,2020-12-10,B Fernando,0,66,4.33,15.23,999.0,0.38,1.1666666666666667,10.855,507.1666666666667,0.435,0,1.602081978759722,1.0,18.9,Poor
1249207,2021-06-24,B Fernando,1,17,3.0,5.67,18.0,0.56,1.1428571428571428,10.114285714285714,437.2857142857143,0.4528571428571428,0,1.4638501094227998,1.0,20.74,Poor
1249208,2021-06-26,B Fernando,1,26,4.0,6.5,24.0,0.42,1.125,9.6625,385.625,0.44875,0,1.3562026818605373,1.0,21.82,Poor
1273726,2021-10-24,B Fernando,1,27,3.0,9.0,18.0,0.33,1.1111111111111112,9.588888888888889,344.77777777777777,0.4355555555555555,0,1.2692955176439846,1.0,21.85,Poor
1273746,2021-11-04,B Fernando,2,24,2.17,11.08,6.5,0.54,1.2,9.738,310.95,0.446,0,1.229272594305718,1.0,22.6,Poor
1291206,2021-12-12,B Fernando,2,32,3.33,9.6,10.0,0.4,1.3,9.748,309.55,0.436,0,1.2516655570345725,1.0,23.9,Poor
1291209,2021-12-14,B Fernando,0,70,8.0,8.75,999.0,0.46,1.1,9.633,408.45,0.447,0,1.286683937707919,1.0,21.57,Poor
1291212,2021-12-16,B Fernando,6,44,8.0,5.5,8.0,0.38,1.7,9.283,309.35,0.4349999999999999,0,1.9465068427541912,2.0,30.59,Average
1263471,2022-02-11,B Fernando,2,14,4.0,3.5,12.0,0.58,1.5,8.608,309.35,0.4429999999999999,0,1.7795130420052183,1.0,29.89,Average
